Log file open, 02/28/23 14:48:38
[2023.02.28-21.48.44:651][  0]LogMaterial: Display: Missing cached shadermap for WorldGridMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 273148A4CE17980E37BA384E5EA3FCC4708CD58D), compiling. Is special engine material.
[2023.02.28-21.48.45:462][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2023.02.28-21.48.45:629][  0]LogMaterial: Display: Missing cached shadermap for DefaultDeferredDecalMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 017975E0332039894602B3F81B0C93EA1ADA58F9), compiling. 
[2023.02.28-21.48.45:765][  0]LogMaterial: Display: Missing cached shadermap for DefaultLightFunctionMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 7278229B3DF015FB6573AB1CC20A336CB9CA443E), compiling. 
[2023.02.28-21.50.46:632][  0]LogDerivedDataCache: C:/Users/masonlbrubaker/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:05.499 and deleted 125 files with total size 13 MiB. Scanned 2953 files in 3953 folders with total size 346 MiB.
[2023.02.28-21.54.19:269][  0]LogMaterial: Display: Missing cached shadermap for DefaultPostProcessMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: AE529176DAD5F3C6957AF7B9B1AF1BD08BA06B14), compiling. 
[2023.02.28-21.54.19:493][  0]LogTurnkeySupport: Turnkey Device: Win64@IT0000000002719: (Name=IT0000000002719, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2023.02.28-21.54.20:787][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2023.02.28-21.54.20:787][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2023.02.28-21.54.20:787][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2023.02.28-21.54.20:787][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2023.02.28-21.54.20:787][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2023.02.28-21.54.20:791][  0]LogStaticMesh: Display: Building static mesh PlanarReflectionPlane...
[2023.02.28-21.54.20:821][  0]LogStaticMesh: Built static mesh [0.03s] /Engine/EditorMeshes/PlanarReflectionPlane.PlanarReflectionPlane
[2023.02.28-21.54.20:909][  0]LogNetVersion: Bigbrainsomething 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2936811141)
[2023.02.28-21.54.21:034][  0]LogStaticMesh: Display: Building static mesh SM_CineCam...
[2023.02.28-21.54.21:136][  0]LogStaticMesh: Built static mesh [0.10s] /Engine/EditorMeshes/Camera/SM_CineCam.SM_CineCam
[2023.02.28-21.54.21:168][  0]LogStaticMesh: Display: Building static mesh EditorCube...
[2023.02.28-21.54.21:169][  0]LogStaticMesh: Built static mesh [0.00s] /Engine/EditorMeshes/EditorCube.EditorCube
[2023.02.28-21.54.21:177][  0]LogStaticMesh: Display: Building static mesh EditorPlane...
[2023.02.28-21.54.21:178][  0]LogStaticMesh: Built static mesh [0.00s] /Engine/EditorMeshes/EditorPlane.EditorPlane
[2023.02.28-21.54.21:180][  0]LogStaticMesh: Display: Building static mesh EditorCylinder...
[2023.02.28-21.54.21:183][  0]LogStaticMesh: Built static mesh [0.00s] /Engine/EditorMeshes/EditorCylinder.EditorCylinder
[2023.02.28-21.54.21:199][  0]LogStaticMesh: Display: Building static mesh EditorSkySphere...
[2023.02.28-21.54.21:220][  0]LogStaticMesh: Built static mesh [0.02s] /Engine/EditorMeshes/EditorSkySphere.EditorSkySphere
[2023.02.28-21.54.21:302][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2023.02.28-21.54.21:302][  0]LogUObjectAllocator: 5786168 out of 0 bytes used by permanent object pool.
[2023.02.28-21.54.21:302][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2023.02.28-21.54.21:319][  0]LogSlate: Border
[2023.02.28-21.54.21:319][  0]LogSlate: BreadcrumbButton
[2023.02.28-21.54.21:319][  0]LogSlate: Brushes.Title
[2023.02.28-21.54.21:319][  0]LogSlate: Default
[2023.02.28-21.54.21:319][  0]LogSlate: Icons.Save
[2023.02.28-21.54.21:319][  0]LogSlate: Icons.Toolbar.Settings
[2023.02.28-21.54.21:319][  0]LogSlate: ListView
[2023.02.28-21.54.21:319][  0]LogSlate: SoftwareCursor_CardinalCross
[2023.02.28-21.54.21:319][  0]LogSlate: SoftwareCursor_Grab
[2023.02.28-21.54.21:319][  0]LogSlate: TableView.DarkRow
[2023.02.28-21.54.21:319][  0]LogSlate: TableView.Row
[2023.02.28-21.54.21:319][  0]LogSlate: TreeView
[2023.02.28-21.54.21:553][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2023.02.28-21.54.21:556][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2023.02.28-21.54.21:557][  0]LogUdpMessaging: Display: Added local interface '10.60.251.9' to multicast group '230.0.0.1:6666'
[2023.02.28-21.54.21:644][  0]LogPython: Using Python 3.9.7
[2023.02.28-21.54.22:406][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2023.02.28-21.54.22:424][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2023.02.28-21.54.22:490][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: 60C147F44BA21988CB2CD0B280278595 | Instance: E7A496A140551BBF3D5EE5B7C7773C12 (IT0000000002719-1948).
[2023.02.28-21.54.22:735][  0]SourceControl: Source control is disabled
[2023.02.28-21.54.22:737][  0]SourceControl: Source control is disabled
[2023.02.28-21.54.22:743][  0]SourceControl: Source control is disabled
[2023.02.28-21.54.22:746][  0]LogUProjectInfo: Found projects:
[2023.02.28-21.54.23:160][  0]LogOpenImageDenoise: OIDN starting up
[2023.02.28-21.54.23:182][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2023.02.28-21.54.23:195][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.02.28-21.54.23:195][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.02.28-21.54.23:289][  0]LogCollectionManager: Loaded 0 collections in 0.002054 seconds
[2023.02.28-21.54.23:290][  0]LogFileCache: Scanning file cache for directory 'C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Saved/Collections/' took 0.00s
[2023.02.28-21.54.23:292][  0]LogFileCache: Scanning file cache for directory 'C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Content/Developers/masonlbrubaker/Collections/' took 0.00s
[2023.02.28-21.54.23:293][  0]LogFileCache: Scanning file cache for directory 'C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Content/Collections/' took 0.00s
[2023.02.28-21.54.23:811][  0]LogEngine: Initializing Engine...
[2023.02.28-21.54.23:822][  0]LogStylusInput: Initializing StylusInput subsystem.
[2023.02.28-21.54.23:827][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2023.02.28-21.54.23:831][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 8926245CA3165D43D603BDF4F4E6973561F8A3E5), compiling. Is special engine material.
[2023.02.28-21.54.23:837][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 7DDC8655DBE05F0390A1AEF0640DB4B4AC72E4B4), compiling. Is special engine material.
[2023.02.28-21.54.23:842][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 73494A7DB84770E310F3ED8D4B9AF22AD17465ED), compiling. Is special engine material.
[2023.02.28-21.54.23:847][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 064EC68D5BD8117F6D744CD7CAABC1D1A8A23750), compiling. Is special engine material.
[2023.02.28-21.54.23:850][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: D120C1EA2A607B527DC78DAB4AD9EF1CC3406338), compiling. Is special engine material.
[2023.02.28-21.54.23:854][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: 6C58EB20AF8F835877F3C270520754245EB965D4), compiling. Is special engine material.
[2023.02.28-21.54.23:951][  0]LogInit: Initializing FReadOnlyCVARCache
[2023.02.28-21.54.23:965][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.28-21.54.23:983][  0]LogAIModule: Creating AISystem for world Untitled
[2023.02.28-21.54.23:984][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2023.02.28-21.54.23:984][  0]LogInit: Texture streaming: Enabled
[2023.02.28-21.54.24:003][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2023.02.28-21.54.24:020][  0]LogAudio: Display: Initializing Audio Device Manager...
[2023.02.28-21.54.24:033][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2023.02.28-21.54.24:034][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2023.02.28-21.54.24:035][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2023.02.28-21.54.24:037][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2023.02.28-21.54.24:037][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.02.28-21.54.24:037][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.02.28-21.54.24:037][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.02.28-21.54.24:037][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.02.28-21.54.24:037][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.02.28-21.54.24:037][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.28-21.54.24:037][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.28-21.54.24:037][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.28-21.54.24:037][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.28-21.54.24:037][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.02.28-21.54.24:037][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.28-21.54.24:037][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.02.28-21.54.24:037][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.28-21.54.24:038][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.28-21.54.24:038][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.28-21.54.24:038][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.28-21.54.24:044][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.28-21.54.24:350][  0]LogAudioMixer: Display: Using Audio Hardware Device Speakers/Headphones (Realtek(R) Audio)
[2023.02.28-21.54.24:350][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.28-21.54.24:352][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.28-21.54.24:352][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.28-21.54.24:353][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.02.28-21.54.24:353][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.02.28-21.54.24:354][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.02.28-21.54.24:354][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.02.28-21.54.24:354][  0]LogInit: FAudioDevice initialized.
[2023.02.28-21.54.24:354][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.02.28-21.54.24:366][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.02.28-21.54.24:371][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.02.28-21.54.24:371][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2023.02.28-21.54.24:372][  0]LogLiveCoding: Display: First instance in process group "UE_Bigbrainsomething_0xf19a9e02", spawning console
[2023.02.28-21.54.24:377][  0]LogLiveCoding: Display: Waiting for server
[2023.02.28-21.54.24:875][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.02.28-21.54.24:902][  0]LogInit: Transaction tracking system initialized
[2023.02.28-21.54.24:926][  0]LogSourceControl: Display: Uncontrolled Changelist persistency file loaded ../../../../../Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Saved/SourceControl/UncontrolledChangelists.json
[2023.02.28-21.54.24:926][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.02.28-21.54.24:931][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.005132 seconds (Found 115 uncontrolled assets)
[2023.02.28-21.54.24:955][  0]BlueprintLog: New page: Editor Load
[2023.02.28-21.54.25:062][  0]LocalizationService: Localization service is disabled
[2023.02.28-21.54.25:088][  0]TimingProfiler: Initialize
[2023.02.28-21.54.25:088][  0]TimingProfiler: OnSessionChanged
[2023.02.28-21.54.25:088][  0]LoadingProfiler: Initialize
[2023.02.28-21.54.25:088][  0]LoadingProfiler: OnSessionChanged
[2023.02.28-21.54.25:088][  0]NetworkingProfiler: Initialize
[2023.02.28-21.54.25:088][  0]NetworkingProfiler: OnSessionChanged
[2023.02.28-21.54.25:088][  0]MemoryProfiler: Initialize
[2023.02.28-21.54.25:088][  0]MemoryProfiler: OnSessionChanged
[2023.02.28-21.54.25:313][  0]LogFileCache: Scanning file cache for directory 'C:/Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Content/' took 0.01s
[2023.02.28-21.54.25:389][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.02.28-21.54.25:406][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.02.28-21.54.25:593][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.02.28-21.54.25:595][  0]SourceControl: Source control is disabled
[2023.02.28-21.54.25:595][  0]LogUnrealEdMisc: Loading editor; pre map load, took 347.701
[2023.02.28-21.54.25:595][  0]Cmd: MAP LOAD FILE="../../../../../Users/masonlbrubaker/Documents/GitHub/Bigbraingametest/Content/ThirdPerson/Maps/ThirdPersonMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2023.02.28-21.54.25:595][  0]LightingResults: New page: Lighting Build
[2023.02.28-21.54.25:599][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.02.28-21.54.25:599][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.28-21.54.25:599][  0]MapCheck: New page: Map Check
[2023.02.28-21.54.25:599][  0]LightingResults: New page: Lighting Build
[2023.02.28-21.54.25:607][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.02.28-21.54.25:609][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.42ms
[2023.02.28-21.54.26:068][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'ThirdPersonMap'.
[2023.02.28-21.54.26:068][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.28-21.54.26:068][  0]LogAIModule: Creating AISystem for world ThirdPersonMap
[2023.02.28-21.54.26:069][  0]LogWorldPartition: ULevel::OnLevelLoaded(ThirdPersonMap)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2023.02.28-21.54.26:069][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2023.02.28-21.54.26:069][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=ThirdPersonMap, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2023.02.28-21.54.26:356][  0]LogContentBundle: [Container: ThirdPersonMap] Creating new contrainer.
[2023.02.28-21.54.26:356][  0]LogWorldPartition: Display: WorldPartition initialize took 286 ms
[2023.02.28-21.54.26:362][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.02.28-21.54.26:373][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.48ms
[2023.02.28-21.54.26:373][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.02.28-21.54.26:373][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.26ms to complete.
[2023.02.28-21.54.26:373][  0]LogFileHelpers: Loading map 'ThirdPersonMap' took 0.778
[2023.02.28-21.54.26:385][  0]LogUnrealEdMisc: Total Editor Startup Time, took 348.491
[2023.02.28-21.54.26:385][  0]LogShaderCompilers: Display: ================================================
[2023.02.28-21.54.26:385][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.02.28-21.54.26:385][  0]LogShaderCompilers: Display: Total job queries 3544, among them cache hits 0 (0.00%)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Tracking 3544 distinct input hashes that result in 2524 distinct outputs (71.22%)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: RAM used: 24.43 MB (0.02 GB) of 819.20 MB (0.80 GB) budget. Usage: 2.98%
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Shaders Compiled: 3544
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Jobs assigned 3544, completed 3544 (100.00%)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Average time worker was idle: 0.02 s
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Time job spent in pending queue: average 163.03 s, longest 333.29 s
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Job execution time: average 4.61 s, max 14.43 s
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Job life time (pending + execution): average 167.64 s, max 334.90
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 336.37 s
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Jobs were issued in 366 batches (only local compilation was used), average 9.68 jobs/batch
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Average processing rate: 10.54 jobs/sec
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Total thread time: 1615.30 s
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Total thread preprocess time: 86.63 s
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Percentage time preprocessing: 5.36%
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Effective parallelization: 4.80 (times faster than compiling all shaders on one thread). Compare with number of workers: 5
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                   FSSDTemporalAccumulationCS (compiled   10 times, average 4.25 sec, max 4.94 sec, min 2.89 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                          FClusteredShadingPS (compiled    4 times, average 3.60 sec, max 5.78 sec, min 1.54 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                    FSSDSpatialAccumulationCS (compiled   33 times, average 1.62 sec, max 2.94 sec, min 0.97 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                             FDeferredLightPS (compiled  150 times, average 1.36 sec, max 2.50 sec, min 1.15 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                  FDiffuseIndirectCompositePS (compiled    6 times, average 1.20 sec, max 2.14 sec, min 0.22 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                             FDeferredLightPS - 12.67% of total time (compiled  150 times, average 1.36 sec, max 2.50 sec, min 1.15 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                      FRenderSingleScatteringWithPreshadingCS - 4.14% of total time (compiled  128 times, average 0.52 sec, max 0.73 sec, min 0.34 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                      FScreenProbeIntegrateCS - 3.95% of total time (compiled  128 times, average 0.50 sec, max 0.60 sec, min 0.41 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                                  FScreenProbeTraceMeshSDFsCS - 3.88% of total time (compiled   96 times, average 0.65 sec, max 0.89 sec, min 0.30 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display:                              FVolumetricFogLightScatteringCS - 3.78% of total time (compiled  128 times, average 0.48 sec, max 0.57 sec, min 0.39 sec)
[2023.02.28-21.54.26:386][  0]LogShaderCompilers: Display: ================================================
[2023.02.28-21.54.26:622][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.28-21.54.26:634][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.28-21.54.26:639][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.28-21.54.26:644][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.28-21.54.26:877][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.02.28-21.54.26:887][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.02.28-21.54.26:893][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.02.28-21.54.26:899][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.02.28-21.54.26:908][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.02.28-21.54.26:916][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.02.28-21.54.26:924][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.02.28-21.54.26:931][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.02.28-21.54.26:939][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.02.28-21.54.26:946][  0]LogPakFile: Display: Mounted Pak file 'C:/Epic/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.02.28-21.54.27:373][  0]LogSlate: Took 0.000157 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.02.28-21.54.27:375][  0]LogSlate: Took 0.000129 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2023.02.28-21.54.27:385][  0]LogSlate: Took 0.004953 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2023.02.28-21.54.27:393][  0]LogSlate: Took 0.007288 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.02.28-21.54.27:455][  0]LogViewport: Scene viewport resized to 1267x902, mode Windowed.
[2023.02.28-21.54.28:030][  0]LogStall: Startup...
[2023.02.28-21.54.28:033][  0]LogStall: Startup complete.
[2023.02.28-21.54.28:043][  0]LogLoad: (Engine Initialization) Total time: 350.15 seconds
[2023.02.28-21.54.28:043][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.02.28-21.54.28:096][  0]LogAssetRegistry: Asset discovery search completed in 344.2155 seconds
[2023.02.28-21.54.28:101][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000004 seconds (updated 0 objects)
[2023.02.28-21.54.28:115][  0]LogContentStreaming: Texture pool size now 1000 MB
[2023.02.28-21.54.31:640][ 51]LogMeshUtilities: Finished distance field build in 2.5s - 126x126x126 sparse distance field, 1.9Mb total, 0.1Mb always loaded, 52% occupied, 1322 triangles, EditorSkySphere
[2023.02.28-21.54.45:469][815]LogSlate: Window 'Plugins' being destroyed
[2023.02.28-21.54.45:479][815]LogSlate: Window 'Plugins' being destroyed
[2023.02.28-21.54.45:480][815]LogDirectoryWatcher: A directory notification for '../../../Engine/Plugins/' was aborted.
[2023.02.28-21.55.11:815][915]LogStaticMesh: Display: Building static mesh HeadMesh...
[2023.02.28-21.55.11:822][915]LogStaticMesh: Display: Building static mesh MonitorMesh...
[2023.02.28-21.55.11:826][915]LogStaticMesh: Display: Building static mesh LaserPointerMesh...
[2023.02.28-21.55.11:828][915]LogStaticMesh: Built static mesh [0.01s] /ConcertSyncClient/MonitorMesh.MonitorMesh
[2023.02.28-21.55.11:837][915]LogStaticMesh: Display: Building static mesh SM_GenericHMD...
[2023.02.28-21.55.11:837][915]LogStaticMesh: Display: Building static mesh SM_Hand-Lft-Mesh...
[2023.02.28-21.55.11:839][915]LogStaticMesh: Built static mesh [0.01s] /Engine/VREditor/LaserPointer/LaserPointerMesh.LaserPointerMesh
[2023.02.28-21.55.11:855][916]LogStaticMesh: Built static mesh [0.04s] /ConcertSyncClient/HeadMesh.HeadMesh
[2023.02.28-21.55.11:903][919]LogStaticMesh: Built static mesh [0.07s] /ConcertSyncClient/SM_GenericHMD.SM_GenericHMD
[2023.02.28-21.55.11:909][920]LogStaticMesh: Built static mesh [0.07s] /ConcertSyncClient/SM_Hand-Lft-Mesh.SM_Hand-Lft-Mesh
[2023.02.28-21.55.48:043][275]LogSlate: Window 'Color Picker' being destroyed
[2023.02.28-21.55.54:714][484]Cmd: CLOSE_SLATE_MAINFRAME
[2023.02.28-21.55.54:724][484]LogUObjectHash: Compacting FUObjectHashTables data took   0.44ms
[2023.02.28-21.55.54:726][484]LogStall: Shutdown...
[2023.02.28-21.55.54:733][484]LogStall: Shutdown complete.
[2023.02.28-21.55.54:756][484]LogSlate: Window 'Project Settings' being destroyed
[2023.02.28-21.55.54:795][484]LogSlate: Window 'Bigbrainsomething - Unreal Editor' being destroyed
[2023.02.28-21.55.55:014][485]Cmd: QUIT_EDITOR
[2023.02.28-21.55.55:014][485]LogCore: Engine exit requested (reason: UUnrealEdEngine::CloseEditor())
[2023.02.28-21.55.55:021][485]LogCore: Engine exit requested (reason: EngineExit() was called; note: exit was already requested)
[2023.02.28-21.55.55:021][485]LogStaticMesh: Abandoning remaining async distance field tasks for shutdown
